name,description,source,duration,variation,Type,optionalResourceAndAmount,baseDiceAdjustment,dicePoolModifier,penetration,ranges,usesPerRound,optionalAreaOfEffects,damageTypes,governingSkillName
Dual-wielded Terracraft Thrown Balanced Close Melee,"Throwing daggers, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft Thrown Balanced Close Melee,"Fellblood, 0",+0,+1d6,1,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Thrown Penetrating Close Melee,"Thrown small club, rocks, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Thrown Penetrating Close Melee,"Fellblood, 0",-1,+0d6,2,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Thrown Penetrating Close Melee,"Thrown small club, rocks, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft Thrown Penetrating Close Melee,"Fellblood, 0",-1,+1d6,2,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Thrown Medium Spear,"Thrown Javelins, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Thrown Medium Spear,"Fellblood, 0",+0,+1d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Thrown Large Spear,Thrown two-handed spears.,Terracraft,1 Combat Round,One-handed,Terracraft Thrown Large Spear,"Fellblood, 0",+0,+1d6,3,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Sling with Standard Sling Bullet,A flexible strap used to hurl small objects.,Terracraft,1 Combat Round,One-handed,Terracraft Sling,"Fellblood, 0",+0,+0d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Terracraft,1 Combat Round,One-handed,Terracraft Brutal Hand Crossbow,"Fellblood, 1",+1,+0d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Terracraft,1 Combat Round,Two-handed,Terracraft Brutal Hand Crossbow,"Fellblood, 1",+1,+0d6,0,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Terracraft,1 Combat Round,Dual-wielded,Terracraft Brutal Hand Crossbow,"Fellblood, 1",+1,+1d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Terracraft,1 Combat Round,One-handed,Terracraft Balanced Hand Crossbow,"Fellblood, 1",+0,+0d6,1,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Terracraft,1 Combat Round,Two-handed,Terracraft Balanced Hand Crossbow,"Fellblood, 1",+0,+0d6,1,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Terracraft,1 Combat Round,Dual-wielded,Terracraft Balanced Hand Crossbow,"Fellblood, 1",+0,+1d6,1,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Terracraft,1 Combat Round,One-handed,Terracraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+0d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Terracraft,1 Combat Round,Two-handed,Terracraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+0d6,2,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Terracraft,1 Combat Round,Dual-wielded,Terracraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+1d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Brutal Light Crossbow,"Crossbows balancing power and reload time. ",Terracraft,1 Combat Round,One-handed,Terracraft Brutal Light Crossbow,"Fellblood, 1",+1,+0d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Brutal Light Crossbow,"Crossbows balancing power and reload time. ",Terracraft,1 Combat Round,Two-handed,Terracraft Brutal Light Crossbow,"Fellblood, 1",+1,+1d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Balanced Light Crossbow,"Crossbows balancing power and reload time. ",Terracraft,1 Combat Round,One-handed,Terracraft Balanced Light Crossbow,"Fellblood, 1",+0,+0d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Balanced Light Crossbow,"Crossbows balancing power and reload time. ",Terracraft,1 Combat Round,Two-handed,Terracraft Balanced Light Crossbow,"Fellblood, 1",+0,+1d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Penetrating Light Crossbow,"Crossbows balancing power and reload time. ",Terracraft,1 Combat Round,One-handed,Terracraft Penetrating Light Crossbow,"Fellblood, 1",-1,+0d6,3,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Penetrating Light Crossbow,"Crossbows balancing power and reload time. ",Terracraft,1 Combat Round,Two-handed,Terracraft Penetrating Light Crossbow,"Fellblood, 1",-1,+1d6,3,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Brutal Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Terracraft,1 Combat Round,Two-handed,Terracraft Brutal Heavy Crossbow,"Fellblood, 1",+1,+2d6,2,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Balanced Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Terracraft,1 Combat Round,Two-handed,Terracraft Balanced Heavy Crossbow,"Fellblood, 1",+0,+2d6,3,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Penetrating Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Terracraft,1 Combat Round,Two-handed,Terracraft Penetrating Heavy Crossbow,"Fellblood, 1",-1,+2d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Brutal Light Bow,Bows favoring easier drawing versus power.,Terracraft,1 Combat Round,Two-handed,Terracraft Brutal Light Bow,"Fellblood, 1",+1,+1d6,0,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Balanced Light Bow,Bows favoring easier drawing versus power.,Terracraft,1 Combat Round,Two-handed,Terracraft Balanced Light Bow,"Fellblood, 1",+0,+1d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Penetrating Light Bow,Bows favoring easier drawing versus power.,Terracraft,1 Combat Round,Two-handed,Terracraft Penetrating Light Bow,"Fellblood, 1",-1,+1d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Brutal Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Terracraft,1 Combat Round,Two-handed,Terracraft Brutal Heavy Bow,"Fellblood, 2",+1,+2d6,1,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Balanced Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Terracraft,1 Combat Round,Two-handed,Terracraft Balanced Heavy Bow,"Fellblood, 2",+0,+2d6,2,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Penetrating Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Terracraft,1 Combat Round,Two-handed,Terracraft Penetrating Heavy Bow,"Fellblood, 2",-1,+2d6,3,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Muzzleloading Pistol,"Flintlock pistols, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Muzzleloading Pistol,"Fellblood, 3",+0,+2d6,3,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Extremely Slow,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Muzzleloading Pistol,"Flintlock pistols, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft Muzzleloading Pistol,"Fellblood, 3",+0,+2d6,3,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Extremely Slow,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Muzzleloading Pistol,"Flintlock pistols, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft Muzzleloading Pistol,"Fellblood, 3",+0,+3d6,3,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Painfully Slow,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Arquebus,Can be used as a Combat Roll.,Terracraft,1 Combat Round,One-handed,Terracraft Arquebus,"Fellblood, 3",+0,+0d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Arquebus,Can be used as a Combat Roll.,Terracraft,1 Combat Round,Two-handed,Terracraft Arquebus,"Fellblood, 3",+0,+2d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Musket,Flintlock smoothbore long guns.,Terracraft,1 Combat Round,One-handed,Terracraft Musket,"Fellblood, 3",+0,+0d6,5,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Painfully Slow,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Musket,Flintlock smoothbore long guns.,Terracraft,1 Combat Round,Two-handed,Terracraft Musket,"Fellblood, 3",+0,+3d6,5,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Painfully Slow,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Terracraft,1 Combat Round,One-handed,Terracraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+2d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift +2,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+2d6,5,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift +2,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift +2,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Terracraft,1 Combat Round,One-handed,Terracraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+3d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Swift +2,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+3d6,5,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Swift +2,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+4d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Swift +2,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft 9mm Automatic Pistol,"Glock 18, ect...",Terracraft,1 Combat Round,One-handed,Terracraft 9mm Automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Rapid,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft 9mm Automatic Pistol,"Glock 18, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft 9mm Automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Rapid,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft 9mm Automatic Pistol,"Glock 18, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft 9mm Automatic Pistol,"Fellblood, 4",+0,+4d6,5,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Rapid,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft 12 Gauge Pump-action Shotgun,"Remington 870, Mossberg 500, ect...",Terracraft,1 Combat Round,One-handed,Terracraft 12 Gauge Pump-action Shotgun,"Fellblood, 4",+0,+1d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft 12 Gauge Pump-action Shotgun,"Remington 870, Mossberg 500, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft 12 Gauge Pump-action Shotgun,"Fellblood, 4",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft 5.56 Semi-automatic Rifle,"AR-15, ect...",Terracraft,1 Combat Round,One-handed,Terracraft 5.56 Semi-automatic Rifle,"Fellblood, 5",+0,+1d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft 5.56 Semi-automatic Rifle,"AR-15, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft 5.56 Semi-automatic Rifle,"Fellblood, 5",+0,+3d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft 5.56 Burst Rifle,"M16A2, ect...",Terracraft,1 Combat Round,One-handed,Terracraft 5.56 Burst Rifle,"Fellblood, 5",+0,+2d6,6,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Swift +2,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft 5.56 Burst Rifle,"M16A2, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft 5.56 Burst Rifle,"Fellblood, 5",+0,+4d6,6,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Swift +2,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft 5.56 Automatic Rifle,"M4, ect...",Terracraft,1 Combat Round,One-handed,Terracraft 5.56 Automatic Rifle,"Fellblood, 5",+0,+2d6,6,"Distant (Normal), Distant (Disadvantage), Distant (Super Disadvantage)",Rapid,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft 5.56 Automatic Rifle,"M4, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft 5.56 Automatic Rifle,"Fellblood, 5",+0,+4d6,6,"Distant (Normal), Distant (Disadvantage), Distant (Super Disadvantage)",Rapid,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft .308 Bolt Action Rifle,"Remington M700, ect...",Terracraft,1 Combat Round,One-handed,Terracraft .308 Bolt Action Rifle,"Fellblood, 5",+0,+1d6,7,"Sniper (Normal), Sniper (Disadvantage), Sniper (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft .308 Bolt Action Rifle,"Remington M700, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft .308 Bolt Action Rifle,"Fellblood, 5",+0,+4d6,7,"Sniper (Normal), Sniper (Disadvantage), Sniper (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft 5.56 Machine Gun,"M249, ect...",Terracraft,1 Combat Round,One-handed,Terracraft 5.56 Machine Gun,"Fellblood, 6",+0,-2d,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Rapid,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft 5.56 Machine Gun,"M249, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft 5.56 Machine Gun,"Fellblood, 6",+0,+4d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Rapid,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft RPG Launcher,"RPG-7, ect...",Terracraft,1 Combat Round,One-handed,Terracraft RPG Launcher,"Fellblood, 6",+0,-2d,10,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Paced,30 ft Sphere,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft RPG Launcher,"RPG-7, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft RPG Launcher,"Fellblood, 6",+0,+6d6,10,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Paced,30 ft Sphere,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Galecraft Unarmed,Just your bare hands. Can be used in a Grapple.,Galecraft,1 Combat Round,Dual-wielded,Galecraft Unarmed,"Fellblood, 0",+0,-1d,0,Melee,Swift,None,"Slash, Bludgeon, Shockwave",Galecraft
One-handed Galecraft Brutal Close Melee,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Galecraft,1 Combat Round,One-handed,Galecraft Brutal Close Melee,"Fellblood, 1",+1,+0d6,0,Melee,Swift,None,"Slash, Bludgeon, Shockwave",Galecraft
Dual-wielded Galecraft Brutal Close Melee,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Galecraft,1 Combat Round,Dual-wielded,Galecraft Brutal Close Melee,"Fellblood, 1",+1,+1d6,0,Melee,Swift +1,None,"Slash, Bludgeon, Shockwave",Galecraft
One-handed Galecraft Balanced Close Melee,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Galecraft,1 Combat Round,One-handed,Galecraft Balanced Close Melee,"Fellblood, 1",+0,+0d6,1,Melee,Swift,None,"Slash, Bludgeon, Shockwave",Galecraft
Dual-wielded Galecraft Balanced Close Melee,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Galecraft,1 Combat Round,Dual-wielded,Galecraft Balanced Close Melee,"Fellblood, 1",+0,+1d6,1,Melee,Swift +1,None,"Slash, Bludgeon, Shockwave",Galecraft
